Chapter,Agency,Filed,Caption,AON,Type,id,country,data_source,doc_url
410,"Oregon Health Authority, Health Systems Division: Medical Assistance Programs",09/18/2018 2:33 PM,Amending Prior Authorization Approval Criteria Guide,DMAP 92-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845868
635,Department of Fish and Wildlife,09/18/2018 4:38 PM,Daily Marine Fish Bag Limit Increased from 4 to 5 Fish per Angler,DFW 141-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845869
635,Department of Fish and Wildlife,09/18/2018 4:50 PM,Modification of Columbia River Treaty Indian Fall Commercial Fisheries,DFW 142-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845870
581,Oregon Department of Education,09/19/2018 12:16 PM,Corrects statute referenced in (2)(f) from ORS 339.375 to 339.388,ODE 26-2018,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845871
820,Board of Examiners for Engineering and Land Surveying,09/20/2018 9:29 AM,Amend rule related to service of notice.,BEELS 10-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845872
413,"Department of Human Services, Child Welfare Programs",09/20/2018 10:13 AM,Correcting a filing error in 090-0010,CWP 109-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845873
736,Parks and Recreation Department,09/20/2018 10:43 AM,Flexible Fee Rate Change,PRD 9-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845874
736,Parks and Recreation Department,09/20/2018 10:46 AM,Removing ranches from rates and reservations and eliminating checks as payment for reservations,PRD 10-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845875
581,Oregon Department of Education,09/20/2018 11:34 AM,"Examination of Children Instructed by Parent, Legal Guardian or Private Teacher",ODE 27-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845877
635,Department of Fish and Wildlife,09/20/2018 11:54 AM,"Fall Select Area recreational fisheries re-open effective September 24, 2018.",DFW 143-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845878
407,Department of Human Services,09/20/2018 2:01 PM,Alignment of DHS Provider Background Check Rules to Federal Background Check and Mandatory Exclusion Requirements,DHSD 26-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845884
635,Department of Fish and Wildlife,09/20/2018 2:31 PM,Re-open Fall Commercial Seasons in the Select Areas of the Columbia River.,DFW 144-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845879
635,Department of Fish and Wildlife,09/20/2018 2:31 PM,Re-open Fall Commercial Seasons in the Select Areas of the Columbia River.,DFW 145-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845880
635,Department of Fish and Wildlife,09/20/2018 2:32 PM,Re-open Fall Commercial Seasons in the Select Areas of the Columbia River.,DFW 146-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845882
635,Department of Fish and Wildlife,09/20/2018 2:32 PM,Re-open Fall Commercial Seasons in the Select Areas of the Columbia River.,DFW 147-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845881
733,Travel Information Council,09/20/2018 3:56 PM,"Correction of spelling and grammar errors, expanding logo sign limit, final decision authority, definition clarifications.",TIC 2-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845714
731,Department of Transportation,09/20/2018 4:04 PM,Oregon Transportation Commission Conflicts of Interest,DOT 10-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845885
735,"Department of Transportation, Driver and Motor Vehicle Services Division",09/21/2018 7:40 AM,Repeal of Third Party Class C License Testing Pilot Program,DMV 38-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845876
860,Public Utility Commission,09/21/2018 8:31 AM,Correct rule references within OAR 860-025-0030(1)(g),PUC 7-2018,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845886
845,Oregon Liquor Control Commission,09/21/2018 12:33 PM,The rules define medical marijuana registrants' responsibility to use the Cannabis Tracking System.,OLCC 11-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845883
845,Oregon Liquor Control Commission,09/21/2018 12:34 PM,The amendment corrects a technical error within the penalty schedule for a Category II penalty.,OLCC 12-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845864
820,Board of Examiners for Engineering and Land Surveying,09/24/2018 8:52 AM,To amend rules related to qualification for professional engineering licensure and reapplications for registration.,BEELS 11-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845887
462,Oregon Racing Commission,09/24/2018 9:02 AM,Amend OAR 462-150-0030 (11) to more clearly define what events void a claim.,RC 4-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845888
111,"Oregon Health Authority, Oregon Educators Benefit Board",09/24/2018 11:27 AM,Amendments clarify current OEBB processes and address changes related to the new benefit plan year,OEBB 1-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845889
737,"Department of Transportation, Transportation Safety Division",09/24/2018 2:13 PM,Oregon Ignition Interlock Device Oversight Program,TSD 3-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845788
735,"Department of Transportation, Driver and Motor Vehicle Services Division",09/24/2018 2:37 PM,Correcting a statutory reference,DMV 39-2018,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845890
111,"Oregon Health Authority, Oregon Educators Benefit Board",09/25/2018 10:18 AM,In the matter of amending Procurement and Contracting for Benefit Plans and Services,OEBB 2-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845891
409,"Oregon Health Authority, Health Policy and Analytics",09/25/2018 12:35 PM,"Changing the word ""visit"" to ""review""",OHP 11-2018,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845892
409,"Oregon Health Authority, Health Policy and Analytics",09/25/2018 2:34 PM,Correcting title error,OHP 12-2018,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845893
635,Department of Fish and Wildlife,09/25/2018 2:48 PM,Modification of Columbia River Treaty Indian Fall Commercial Fisheries,DFW 148-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845894
839,Bureau of Labor and Industries,09/25/2018 3:57 PM,Prevailing Wage Rate Determination/Amendments to Determination,BLI 20-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845895
333,"Oregon Health Authority, Public Health Division",09/25/2018 5:11 PM,"Trauma Hospital Categorization and Resource Standards, and State Trauma Advisory Board",PH 254-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845896
333,"Oregon Health Authority, Public Health Division",09/25/2018 8:56 PM,"EMS Course and Licensing Officer Requirements, and EMS Provider Licensure Requirements",PH 255-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845897
581,Oregon Department of Education,09/26/2018 11:06 AM,District Fees for Interscholastic Activities for Students Who Attend a Public Charter School,ODE 28-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845898
581,Oregon Department of Education,09/26/2018 11:11 AM,Required Instructional Time,ODE 29-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845899
635,Department of Fish and Wildlife,09/26/2018 12:32 PM,Commercial Nearshore Fishery In-season Cabezon Trip Limit Reductions for Periods 5 - 6,DFW 149-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845900
581,Oregon Department of Education,09/26/2018 12:42 PM,Removing language relating to sponsorship of charter schools by institutions of higher education,ODE 30-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845901
407,Department of Human Services,09/27/2018 2:35 PM,Alignment of DHS Provider Background Check Rules to Federal Background Check and Mandatory Exclusion Requirements,DHSD 27-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845905
839,Bureau of Labor and Industries,09/27/2018 2:47 PM,Prevailing Wage Rate Determination/Amendments to Determination,BLI 21-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845941
808,Landscape Contractors Board,09/27/2018 2:59 PM,Clarifies licensees may not perform defective work and allows for penalty if it occurs,LCB 7-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845904
635,Department of Fish and Wildlife,09/27/2018 4:27 PM,"Razor Clams Closed in Clatsop County Beaches October 1, 2018 through October 31, 2018.",DFW 150-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845942
635,Department of Fish and Wildlife,09/27/2018 4:35 PM,"Razor Clams Closed in Clatsop County Beaches October 1, 2018 through October 31, 2018.",DFW 151-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845943
635,Department of Fish and Wildlife,09/28/2018 8:36 AM,Rule Amendments Related to the 2019 Oregon Sport Fishing Regulations,DFW 152-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845944
436,"Department of Consumer and Business Services, Workers' Compensation Division",09/28/2018 10:36 AM,2019 Workers’ Benefit Fund Assessment Rate,WCD 17-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845946
603,Department of Agriculture,09/28/2018 10:39 AM,Limitations on Pesticide Products Containing Aminocyclopyrachlor,DOA 25-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845945
918,"Department of Consumer and Business Services, Building Codes Division",09/28/2018 1:32 PM,Updating rules regarding Oregon Reach Code scope and adoption process.,BCD 22-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845948
918,"Department of Consumer and Business Services, Building Codes Division",09/28/2018 1:37 PM,Boiler room egress requirement correlation with the Oregon Boiler & Pressure Vessel Specialty Code,BCD 23-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845950
918,"Department of Consumer and Business Services, Building Codes Division",09/28/2018 1:47 PM,Amends the Oregon Structural Specialty Code for construction for Emergency Responder Radio Coverage,BCD 24-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845951
414,"Oregon Department of Education, Early Learning Division",09/28/2018 1:49 PM,Administrative Rules for licensed child care facilities concerning parent information & notification of lead testing results.,ELD 7-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845952
414,"Oregon Department of Education, Early Learning Division",09/28/2018 1:49 PM,Administrative Rules governing enrollment in the Central Background Registry.,ELD 8-2018,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845949
177,Oregon State Lottery,09/28/2018 2:29 PM,Repeals current procurement Division; Adopts new procurement Division; aligns Vendor Disclosure rules with new Division,LOTT 8-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845953
635,Department of Fish and Wildlife,09/28/2018 4:06 PM,"2019 Big Game Controlled Hunt Tag Numbers, Season Dates and Regulations",DFW 153-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845903
409,"Oregon Health Authority, Health Policy and Analytics",09/30/2018 4:55 PM,Amendment to Physician Visa Waiver Program rules,OHP 13-2018,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6845956
863,Real Estate Agency,08/10/2018 4:10 PM,Rulemaking implementing the Principal Broker Advanced Practices Course created by HB 4048 (2018 Regular Session),,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6850096
334,Board of Massage Therapists,08/14/2018 9:10 AM,Set new board budget and clarify existing board rules.,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6850099
250,Oregon State Marine Board,08/14/2018 12:55 PM,Stand-alone waterway rules are being repealed and then readopted into applicable county rules,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6850105
250,Oregon State Marine Board,08/14/2018 12:55 PM,"Define ""towed water sport"". Amend rules to include water sport regulations. Consolidate local waterway rules.",,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6850106
