DEPARTMENT OF TRANSPORTATION,USA,Federal Register,16184706c9220bd084f329e1fdca254091c5eb8f.txt,https://api.govinfo.gov/packages/FR-2019-02-11/granules/2019-01808/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-02-11,2019-01808,Federal,"This notice announces that FHWA has received and reviewed an application from the Arizona Department of Transportation (ADOT) requesting participation in the Surface Transportation Project Delivery Program (Program). This Program allows for FHWA to assign, and States to assume, responsibilities under the National Environmental Policy Act of 1969 (NEPA), and all or part of FHWA's responsibilities for environmental review, consultation, or other actions required under any Federal environmental law with respect to one or more Federal highway projects within the State. The FHWA has determined the application to be complete and developed a draft MOU with ADOT outlining how the State would implement the program with FHWA oversight. The FHWA invites the public to comment on ADOT's request, including its application and the proposed MOU, which includes the proposed assignments and assumptions of environmental review, consultation, and other activities.",Application From the State of Arizona to the Surface Transportation Project Delivery Program and Proposed Memorandum of Understanding (MOU) Assigning Environmental Responsibilities to the State,https://api.govinfo.gov/packages/FR-2019-02-11/granules/2019-01808/summary?api_key=
NATIONAL CAPITAL PLANNING COMMISSION,USA,Federal Register,92074d1e6805b5d51a55bc9147df47225f564905.txt,https://api.govinfo.gov/packages/FR-2019-02-11/granules/2019-01710/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-02-11,2019-01710,Federal,"The National Capital Planning Commission (NCPC) and the Smithsonian Institution (Smithsonian) have entered into a Memorandum of Agreement (MOA) effective December 20, 2018. The MOA details the process the two agencies will follow to comply with the National Environmental Policy Act (NEPA) 42 U.S.C. 4371). NCPC has a NEPA obligation for projects submitted by the Smithsonian to NCPC for review and approval. The Smithsonian is not considered a federal agency for NEPA purposes and has no NEPA obligation. The MOA is required by NCPC's NEPA Regulations (1 CFR part 601) to establish a cooperative working relationship between the parties to ensure NCPC's compliance with NEPA. A copy of the MOA is online at NCPC's website at the following location: https:// www.ncpc.gov/docs/MOA_NCPC_Smithsonian_NEPA_December2018.pdf.",Notice of Memorandum of Agreement,https://api.govinfo.gov/packages/FR-2019-02-11/granules/2019-01710/summary?api_key=
FARM CREDIT ADMINISTRATION,USA,Federal Register,1de2e9ec5babf143df2f26331fa41429ff23424c.txt,https://api.govinfo.gov/packages/FR-2019-02-11/granules/2019-02105/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-02-11,2019-02105,Federal,"Notice is hereby given, pursuant to the Government in the Sunshine Act, of the regular meeting of the Farm Credit Administration Board (Board).",Sunshine Act Meeting; Farm Credit Administration Board,https://api.govinfo.gov/packages/FR-2019-02-11/granules/2019-02105/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,805f40c18cf9493d29fde3b65bdaa75d710c0e91.txt,https://api.govinfo.gov/packages/FR-2019-02-11/granules/2019-01731/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-02-11,2019-01731,Federal,"In this final rule, NESDIS establishes a new schedule of fees for special access to NOAA data, information, and related products and services. NOAA continues to make its environmental data available to the public without any fee in most instances, primarily via NOAA's Comprehensive Large Array-Data Stewardship System (CLASS). NESDIS is revising the fee schedule that has been in effect since 2015 to ensure that the fees accurately reflect the costs of providing access to the environmental data, information, and related products and services. NESDIS is authorized under 15 U.S.C. 1534 to assess fees, up to fair market value, depending upon the user and intended use, for access to environmental data, information, and products derived from, collected, and/or archived by NOAA.","Schedule of Fees for Access to NOAA Environmental Data, Information, and Related Products and Services",https://api.govinfo.gov/packages/FR-2019-02-11/granules/2019-01731/summary?api_key=
NUCLEAR REGULATORY COMMISSION,USA,Federal Register,87e3445c6b88c28b659715b4fe20ac7c942f5cbf.txt,https://api.govinfo.gov/packages/FR-2019-02-08/granules/2019-01642/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-02-08,2019-01642,Federal,"The U.S. Nuclear Regulatory Commission (NRC) received a license application by letter dated September 24, 2018, from United Nuclear Corporation (UNC). By this application, UNC is requesting authorization to amend its license (SUA-1475) to excavate approximately 1 million cubic yards (CY) of mine spoil from the Northeast Church Rock Mine Site and dispose of it at the existing mill site in Church Rock, New Mexico (the proposed action). The NRC staff will prepare an EIS to document the potential environmental impacts from the proposed action and reasonable alternatives. As part of the EIS development process, the NRC is seeking comments on the scope of its environmental review.",United Nuclear Corporation (UNC) Church Rock Project,https://api.govinfo.gov/packages/FR-2019-02-08/granules/2019-01642/summary?api_key=
DEPARTMENT OF THE INTERIOR,USA,Federal Register,2ac62ac643cc398c454a431b12c33a85f8b7313b.txt,https://api.govinfo.gov/packages/FR-2019-02-08/granules/2019-01613/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-02-08,2019-01613,Federal,"The U.S. Fish and Wildlife Service, Alaska Region (Alaska Region USFWS) has completed an inventory of human remains, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and present-day Indian Tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the Alaska Region USFWS. If no additional requestors come forward, transfer of control of the human remains to the lineal descendants, Indian Tribes, or Native Hawaiian organizations stated in this notice may proceed.","Notice of Inventory Completion: U.S. Fish and Wildlife Service, Anchorage, AK",https://api.govinfo.gov/packages/FR-2019-02-08/granules/2019-01613/summary?api_key=
DEPARTMENT OF THE INTERIOR,USA,Federal Register,6e4edcf15330425ad60150c79aa00f16e88b4fc3.txt,https://api.govinfo.gov/packages/FR-2019-02-08/granules/2019-01612/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-02-08,2019-01612,Federal,"The U.S. Fish and Wildlife Service, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, has determined that the cultural item listed in this notice meets the definition of object of cultural patrimony. Lineal descendants or representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to claim this cultural item should submit a written request to the U.S. Fish and Wildlife Service, Office of Law Enforcement, Rio Rico, AZ. If no additional claimants come forward, transfer of control of the cultural item to the lineal descendants, Indian Tribes, or Native Hawaiian organizations stated in this notice may proceed.","Notice of Intent To Repatriate Cultural Items: U.S. Fish and Wildlife Service, Office of Law Enforcement, Rio Rico, AZ",https://api.govinfo.gov/packages/FR-2019-02-08/granules/2019-01612/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,7c8e6c8d27c04baff588967392c316bd059a95c5.txt,https://api.govinfo.gov/packages/FR-2019-02-08/granules/2019-01551/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-02-08,2019-01551,Federal,The Environmental Protection Agency (EPA) is hereby giving notice that the state of Kansas is revising its approved Public Water System Supervision Program delegated to the Kansas Department of Health and Environment. EPA has reviewed the application and intends to approve these program revisions.,Notice of Approval of the Primacy Revision Application for the Public Water System Supervision Program From the State of Kansas,https://api.govinfo.gov/packages/FR-2019-02-08/granules/2019-01551/summary?api_key=
BUREAU OF CONSUMER FINANCIAL PROTECTION,USA,Federal Register,f0c4f941fc090a6f968915ac4a4767e0887a1f26.txt,https://api.govinfo.gov/packages/FR-2019-02-08/granules/2019-01568/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-02-08,2019-01568,Federal,"The Bureau of Consumer Financial Protection (Bureau) is issuing its sixth Fair Lending Report of the Bureau of Consumer Financial Protection (Fair Lending Report) to Congress. The Bureau is committed to ensuring fair access to credit and eliminating discriminatory lending practices. This report describes the Bureau's fair lending activities in prioritization, supervision, enforcement, rulemaking, interagency coordination, and outreach for calendar year 2017.","Fair Lending Report of the Bureau of Consumer Financial Protection, December 2018",https://api.govinfo.gov/packages/FR-2019-02-08/granules/2019-01568/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,78fa95eaa45e483bfb76f16e55d783fe4c377fba.txt,https://api.govinfo.gov/packages/FR-2019-02-08/granules/2019-01218/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-02-08,2019-01218,Federal,"NMFS is reallocating the projected unused amounts of the Community Development Quota (CDQ) pollock directed fishing allowances (DFA) from the Aleutian Islands subarea to the Bering Sea subarea directed fishery. This action is necessary to provide opportunity for harvest of the 2019 total allowable catch of pollock, consistent with the goals and objectives of the Fishery Management Plan for Groundfish of the Bering Sea and Aleutian Islands Management Area (BSAI).",Fisheries of the Exclusive Economic Zone Off Alaska; Reallocation of Pollock in the Bering Sea and Aleutian Islands,https://api.govinfo.gov/packages/FR-2019-02-08/granules/2019-01218/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,7acaea6f61630f34db7184c670fb4798888c3204.txt,https://api.govinfo.gov/packages/FR-2019-02-08/granules/2019-01234/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-02-08,2019-01234,Federal,NMFS increases the commercial trip limit for king mackerel in or from Federal waters in an area off the Florida east coast between the border of Flagler and Volusia Counties and the border of Miami-Dade and Monroe Counties in the Atlantic southern zone to 75 fish per day. This commercial trip limit increase is necessary to maximize the socioeconomic benefits associated with harvesting the commercial quota of Atlantic migratory group king mackerel.,Coastal Migratory Pelagic Resources of the Gulf of Mexico and Atlantic Region; Commercial Trip Limit Increase for King Mackerel in the Atlantic Southern Zone,https://api.govinfo.gov/packages/FR-2019-02-08/granules/2019-01234/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,fc47fc5c96a151a69395238cb43b060e2f01667c.txt,https://api.govinfo.gov/packages/FR-2019-02-08/granules/2018-27774/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-02-08,2018-27774,Federal,"The Environmental Protection Agency (EPA) is updating the materials that are incorporated by reference (IBR) into the Washington State Implementation Plan (SIP). The regulations affected by this update have been previously submitted by the Washington State Department of Ecology (Ecology) and approved by the EPA. In this action, the EPA is also notifying the public of corrections to typographical errors and rearranging the contents for clarity. This update affects the SIP materials that are available for public inspection at the National Archives and Records Administration (NARA) and the EPA Regional Office.",Air Plan Approval; WA; Updates to Materials Incorporated by Reference,https://api.govinfo.gov/packages/FR-2019-02-08/granules/2018-27774/summary?api_key=
