Issuing body	Published	File url	Ref	Summary	Title	file name
ORGANO EJECUTIVO (Ministerio de Medio Ambiente y Recursos Naturales)	08/11/2017	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2017/11/C6934.PDF	Decreto Ejecutivo	"El presente Decreto tiene como objetivos conservar los ecosistemas naturales del Área Natural Protegida ""ISLA EL CEMENTERIO UNO, ubicada en la Bahía de Jiquilisco, municipio de Jiquilisco, departamento de Usulután, asegurando el mantenimiento de las especies silvestres nativas, especialmente aquellas consideradas como endémicas o amenazadas, junto con los procesos ecológicos y evolutivos que tienen lugar en estos ecosistemas; así como también asegurar el flujo constante para éstas y las siguientes generaciones, de los servicios ambientales suministrados por los ecosistemas naturales del Área Natural Protegida, entre otros."	DECRETO POR MEDIO DEL CUAL SE ESTABLECE COMO AREA NATURAL PROTEGIDA ISLA EL CEMENTERIO UNO, MUNICIPIO DE JIQUILISCO, DEPARTAMENTO DE USULUTAN	5bf11647d2f2c20d0f38efc443aafe95eb95af75
ORGANO EJECUTIVO (Ministerio de Medio Ambiente y Recursos Naturales)	08/11/2017	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2017/11/C6924.PDF	Decreto Ejecutivo	"El presente Decreto tiene como objetivos conservar los ecosistemas naturales del Área Natural Protegida ""ISLA EL ESPINO TRES"", ubicada en la Bahía de Jiquilisco, municipio de Jucuarán, departamento de Usulután, asegurando el mantenimiento de las especies silvestres nativas, especialmente aquellas consideradas como endémicas o amenazadas, junto con los procesos ecológicos y evolutivos que tienen lugar en estos ecosistemas; así como también asegurar el flujo constante para éstas y las siguientes generaciones, de los servicios ambientales suministrados por los ecosistemas naturales del Área Natural Protegida, entre otros."	DECRETO POR MEDIO DEL CUAL SE ESTABLECE COMO AREA NATURAL PROTEGIDA ISLA EL ESPINO TRES, MUNICIPIO DE JUCUARAN, DEPARTAMENTO DE USULUTAN	74a6962f1010fd15da76d240d2c356dcd5c5742a
ORGANO EJECUTIVO (Ministerio de Medio Ambiente y Recursos Naturales)	08/11/2017	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2017/11/C6923.PDF	Decreto Ejecutivo	"El presente Decreto tiene como objetivos conservar los ecosistemas naturales del Área Natural Protegida ""ISLA EL ESPINO DOS"", ubicada en la Bahía de Jiquilisco, municipio de Jucuarán, departamento de Usulután, asegurando el mantenimiento de las especies silvestres nativas, especialmente aquellas consideradas como endémicas o amenazadas, junto con los procesos ecológicos y evolutivos que tienen lugar en estos ecosistemas; así como también asegurar el flujo constante para éstas y las siguientes generaciones, de los servicios ambientales suministrados por los ecosistemas naturales del Área Natural Protegida, entre otros."	DECRETO POR MEDIO DEL CUAL SE ESTABLECE COMO AREA NATURAL PROTEGIDA ISLA EL ESPINO DOS, MUNICIPIO DE JUCUARAN, DEPARTAMENTO DE USULUTAN	90f9c30f0bd91a551e1a9dcd79a95f087df41ae2
ORGANO EJECUTIVO (Ministerio de Medio Ambiente y Recursos Naturales)	08/11/2017	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2017/11/C691F.PDF	Decreto Ejecutivo	"El presente Decreto tiene como objetivos conservar los ecosistemas naturales del Área Natural Protegida ""ISLA EL ESPINO UNO"", ubicada en la Bahía de Jiquilisco, municipio de Jucuarán, departamento de Usulután, asegurando el mantenimiento de las especies silvestres nativas, especialmente aquellas consideradas como endémicas o amenazadas, junto con los procesos ecológicos y evolutivos que tienen lugar en estos ecosistemas; así como también asegurar el flujo constante para éstas y las siguientes generaciones, de los servicios ambientales suministrados por los ecosistemas naturales del Área Natural Protegida, entre otros."	DECRETO POR MEDIO DEL CUAL SE ESTABLECE COMO AREA NATURAL PROTEGIDA ISLA EL ESPINO UNO, MUNICIPIO DE JUCUARAN, DEPARTAMENTO DE USULUTAN	ba220dc581a0202649afb13eecfaefe947e760b6
ORGANO EJECUTIVO (Ministerio de Medio Ambiente y Recursos Naturales)	08/11/2017	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2017/11/C691C.PDF	Decreto Ejecutivo	"El presente Decreto tiene como objetivos conservar los ecosistemas naturales del Área Natural Protegida ""ISLA EL ARCO CUATRO"", ubicada en la Bahía de Jiquilisco, municipio de Jucuarán, departamento de Usulután, asegurando el mantenimiento de las especies silvestres nativas, especialmente aquellas consideradas como endémicas o amenazadas, junto con los procesos ecológicos y evolutivos que tienen lugar en estos ecosistemas; así como también asegurar el flujo constante para éstas y las siguientes generaciones, de los servicios ambientales suministrados por los ecosistemas naturales del Área Natural Protegida, entre otros."	DECRETO POR MEDIO DEL CUAL SE ESTABLECE COMO AREA NATURAL PROTEGIDA ISLA EL ARCO CUATRO, MUNICIPIO DE JUCUARAN, DEPARTAMENTO DE USULUTAN	afecf1f25811fc0cd1da3b7846a3f60562a01399
ORGANO EJECUTIVO (Ministerio de Medio Ambiente y Recursos Naturales)	08/11/2017	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2017/11/C6918.PDF	Decreto Ejecutivo	"El presente Decreto tiene como objetivos conservar los ecosistemas naturales del Área Natural Protegida ""ISLA EL ARCO TRES"", ubicada en la Bahía de Jiquilisco, municipio de Jucuarán, departamento de Usulután, asegurando el mantenimiento de las especies silvestres nativas, especialmente aquellas consideradas como endémicas o amenazadas, junto con los procesos ecológicos y evolutivos que tienen lugar en estos ecosistemas; así como también asegurar el flujo constante para éstas y las siguientes generaciones, de los servicios ambientales suministrados por los ecosistemas naturales del Área Natural Protegida, entre otros."	DECRETO POR MEDIO DEL CUAL SE ESTABLECE COMO AREA NATURAL PROTEGIDA ISLA EL ARCO TRES, MUNICIPIO DE JUCUARAN, DEPARTAMENTO DE USULUTAN	ef30a273d0c2e3ef4150aaa2d5fe0a86c0afacfb
ORGANO EJECUTIVO (Ministerio de Medio Ambiente y Recursos Naturales)	08/11/2017	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2017/11/C68FC.PDF	Decretos Ejecutivos	"El presente Decreto tiene como objetivos conservar los ecosistemas naturales del Área Natural Protegida ""ISLA EL ARCO UNO"", ubicada en la Bahía de Jiquilisco, municipio de Jucuarán, departamento de Usulután, asegurando el mantenimiento de las especies silvestres nativas, especialmente aquellas consideradas como endémicas o amenazadas, junto con los procesos ecológicos y evolutivos que tienen lugar en estos ecosistemas; así como también asegurar el flujo constante para éstas y las siguientes generaciones, de los servicios ambientales suministrados por los ecosistemas naturales del Área Natural Protegida, entre otros."	DECRETO POR MEDIO DEL CUAL SE ESTABLECE COMO AREA NATURAL PROTEGIDA ISLA EL ARCO UNO, MUNICIPIO DE JUCUARAN, DEPARTAMENTO DE USULUTAN	dcf25428903c4a9bc22fe702444fc18dac464b72
ORGANO EJECUTIVO (Ministerio de Medio Ambiente y Recursos Naturales)	09/11/2017	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2017/11/C69FC.PDF	Decreto Ejecutivo	El presente Decreto tiene como objetivos conservar los ecosistemas naturales del Área Natural Protegida ISLA BOLA DE MONTE UNO, ubicada en la Bahía de Jiquilisco, municipio de Jiquilisco, departamento de Usulután, asegurando el mantenimiento de las especies silvestres nativas, especialmente aquellas consideradas como endémicas o amenazadas, junto con los procesos ecológicos y evolutivos que tienen lugar en estos ecosistemas; así como también asegurar el flujo constante para éstas y las siguientes generaciones, de los servicios ambientales suministrados por los ecosistemas naturales del Área Natural Protegida, entre otros.	DECRETO POR MEDIO DEL CUAL SE ESTABLECE COMO AREA NATURAL PROTEGIDA ISLA BOLA DE MONTE UNO, MUNICIPIO DE JIQUILISCO, DEPARTAMENTO DE USULUTAN	a9c9837ba8e5433ebb3180b6b2f2052a99911c86
ORGANO EJECUTIVO (Ministerio de Medio Ambiente y Recursos Naturales)	09/11/2017	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2017/11/C69F3.PDF	Decreto Ejecutivo	"El presente Decreto tiene como objetivos conservar los ecosistemas naturales del Área Natural Protegida ""ISLA EL COCODRILO DOS"", ubicada en la Bahía de Jiquilisco, municipio de Jiquilisco, departamento de Usulután, asegurando el mantenimiento de las especies silvestres nativas, especialmente aquellas consideradas como endémicas o amenazadas, junto con los procesos ecológicos y evolutivos que tienen lugar en estos ecosistemas; así como también asegurar el flujo constante para éstas y las siguientes generaciones, de los servicios ambientales suministrados por los ecosistemas naturales del Área Natural Protegida, entre otros."	DECRETO POR MEDIO DEL CUAL SE ESTABLECE COMO AREA NATURAL PROTEGIDA ISLA EL COCODRILO DOS, MUNICIPIO DE JIQUILISCO, DEPARTAMENTO DE USULUTAN	892bb082bf3e41828c9618f098a1505d94bd32af
ORGANO EJECUTIVO (Ministerio de Medio Ambiente y Recursos Naturales)	09/11/2017	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2017/11/C69E9.PDF	Decreto Ejecutivo	"El presente Decreto tiene como objetivos conservar los ecosistemas naturales del Área Natural Protegida ""ISLA EL COCODRILO UNO"", ubicada en la Bahía de Jiquilisco, municipio de Jiquilisco, departamento de Usulután, asegurando el mantenimiento de las especies silvestres nativas, especialmente aquellas consideradas como endémicas o amenazadas, junto con los procesos ecológicos y evolutivos que tienen lugar en estos ecosistemas; así como también asegurar el flujo constante para éstas y las siguientes generaciones, de los servicios ambientales suministrados por los ecosistemas naturales del Área Natural Protegida, entre otros."	DECRETO POR MEDIO DEL CUAL SE ESTABLECE COMO AREA NATURAL PROTEGIDA ISLA EL COCODRILO UNO, MUNICIPIO DE JIQUILISCO, DEPARTAMENTO DE USULUTAN	e9c7a16062930a9983d5776827a9094d66d731f6
ORGANO EJECUTIVO (Ministerio de Medio Ambiente y Recursos Naturales)	09/11/2017	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2017/11/C69DB.PDF	Decreto Ejecutivo	El presente Decreto tiene como objetivos conservar los ecosistemas naturales del Área Natural Protegida ISLA PUNTA EL LIMON DOS, ubicada en la Bahía de Jiquilisco, municipio de Jiquilisco, departamento de Usulután, asegurando el mantenimiento de las especies silvestres nativas, especialmente aquellas consideradas como endémicas o amenazadas, junto con los procesos ecológicos y evolutivos que tienen lugar en estos ecosistemas; así como también asegurar el flujo constante para éstas y las siguientes generaciones, de los servicios ambientales suministrados por los ecosistemas naturales del Área Natural Protegida, entre otros.	DECRETO POR MEDIO DEL CUAL SE ESTABLECE COMO AREA NATURAL PROTEGIDA ISLA PUNTA EL LIMON DOS, MUNICIPIO DE JIQUILISCO, DEPARTAMENTO DE USULUTAN	60fbdf8ad8e43f0bb0781bb272257f1d51ace4aa
ORGANO EJECUTIVO (Ministerio de Medio Ambiente y Recursos Naturales)	09/11/2017	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2017/11/C69D6.PDF	Decreto Ejecutivo	"El presente Decreto tiene como objetivos conservar los ecosistemas naturales del Área Natural Protegida ""ISLA DEL LIMON DOS"", ubicada en la Bahía de Jiquilisco, municipio de Jiquilisco, departamento de Usulután, asegurando el mantenimiento de las especies silvestres nativas, especialmente aquellas consideradas como endémicas o amenazadas, junto con los procesos ecológicos y evolutivos que tienen lugar en estos ecosistemas; así como también asegurar el flujo constante para éstas y las siguientes generaciones, de los servicios ambientales suministrados por los ecosistemas naturales del Área Natural Protegida, entre otros."	DECRETO POR MEDIO DEL CUAL SE ESTABLECE COMO AREA NATURAL PROTEGIDA ISLA DEL LIMON DOS, MUNICIPIO DE JIQUILISCO, DEPARTAMENTO DE USULUTAN	b4761d08dcb66c90a5da1395d69708091e2f6dd7
ORGANO EJECUTIVO (Ministerio de Medio Ambiente y Recursos Naturales)	08/11/2017	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2017/11/C6912.PDF	Decreto Ejecutivo	"El presente Decreto tiene como objetivos conservar los ecosistemas naturales del Área Natural Protegida ""ISLA EL ARCO DOS"", ubicada en la Bahía de Jiquilisco, municipio de Jucuarán, departamento de Usulután, asegurando el mantenimiento de las especies silvestres nativas, especialmente aquellas consideradas como endémicas o amenazadas, junto con los procesos ecológicos y evolutivos que tienen lugar en estos ecosistemas; así como también asegurar el flujo constante para éstas y las siguientes generaciones, de los servicios ambientales suministrados por los ecosistemas naturales del Área Natural Protegida, entre otros."	DECRETO POR MEDIO DEL CUAL SE ESTABLECE COMO AREA NATURAL PROTEGIDA ISLA EL ARCO DOS, MUNICIPIO DE JUCUARAN, DEPARTAMENTO DE USULUTAN	53c8fff14c9e2772ef41b6e005931898ad7b0f5a
ORGANO EJECUTIVO (Ministerio de Medio Ambiente y Recursos Naturales)	09/11/2017	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2017/11/C69D1.PDF	Decreto Ejecutivo	"El presente Decreto tiene como objetivos conservar los ecosistemas naturales del Área Natural Protegida ""ISLA DEL LIMON UNO"", ubicada en la Bahía de Jiquilisco, municipio de Jiquilisco, departamento de Usulután, asegurando el mantenimiento de las especies silvestres nativas, especialmente aquellas consideradas como endémicas o amenazadas, junto con los procesos ecológicos y evolutivos que tienen lugar en estos ecosistemas; así como también asegurar el flujo constante para éstas y las siguientes generaciones, de los servicios ambientales suministrados por los ecosistemas naturales del Área Natural Protegida, entre otros."	DECRETO POR MEDIO DEL CUAL SE ESTABLECE COMO AREA NATURAL PROTEGIDA ISLA DEL LIMON UNO, MUNICIPIO DE JIQUILISCO, DEPARTAMENTO DE USULUTAN	1123ffefcc396ddc15a20fc1f73edbabd1b0fea5
ORGANO EJECUTIVO (Ministerio de Medio Ambiente y Recursos Naturales)	10/11/2017	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2017/11/C6A67.PDF	Decreto Ejecutivo	"El presente Decreto tiene como objetivos conservar los ecosistemas naturales del Área Natural Protegida ""ISLA SAMURIA DOS"", ubicada en la Bahía de Jiquilisco, municipio de Jucuarán, departamento de Usulután, asegurando el mantenimiento de las especies silvestres nativas, especialmente aquellas consideradas como endémicas o amenazadas, junto con los procesos ecológicos y evolutivos que tienen lugar en estos ecosistemas; así como también asegurar el flujo constante para éstas y las siguientes generaciones, de los servicios ambientales suministrados por los ecosistemas naturales del Área Natural Protegida, entre otros."	DECRETO POR MEDIO DEL CUAL SE ESTABLECE COMO AREA NATURAL PROTEGIDA ISLA SAMURAI DOS, MUNICIPIO DE JUCUARAN, DEPARTAMENTO DE USULUTAN	44dca4f3e32472cbb8d2100a177b228d8cc63a07
ORGANO EJECUTIVO (Ministerio de Medio Ambiente y Recursos Naturales)	10/11/2017	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2017/11/C6A63.PDF	Decreto Ejecutivo	"El presente Decreto tiene como objetivos conservar los ecosistemas naturales del Área Natural Protegida ""ISLA SAMURIA TRES"", ubicada en la Bahía de Jiquilisco, municipio de Jucuarán, departamento de Usulután, asegurando el mantenimiento de las especies silvestres nativas, especialmente aquellas consideradas como endémicas o amenazadas, junto con los procesos ecológicos y evolutivos que tienen lugar en estos ecosistemas; así como también asegurar el flujo constante para éstas y las siguientes generaciones, de los servicios ambientales suministrados por los ecosistemas naturales del Área Natural Protegida, entre otros."	DECRETO POR MEDIO DEL CUAL SE ESTABLECE COMO AREA NATURAL PROTEGIDA ISLA SAMURAI TRES, MUNICIPIO DE JUCUARAN, DEPARTAMENTO DE USULUTAN	3b0350e326064f4902de134d4046bb63e9f48eda
ORGANO EJECUTIVO (Ministerio de Medio Ambiente y Recursos Naturales)	10/11/2017	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2017/11/C6A52.PDF	Decreto Ejecutivo	"El presente Decreto tiene como objetivos conservar los ecosistemas naturales del Área Natural Protegida ""ISLA EL GUARUMAL"", ubicada en la Bahía de Jiquilisco, municipio de San Dionisio, departamento de Usulután, asegurando el mantenimiento de las especies silvestres nativas, especialmente aquellas consideradas como endémicas o amenazadas, junto con los procesos ecológicos y evolutivos que tienen lugar en estos ecosistemas; así como también asegurar el flujo constante para éstas y las siguientes generaciones, de los servicios ambientales suministrados por los ecosistemas naturales del Área Natural Protegida, entre otros."	DECRETO POR MEDIO DEL CUAL SE ESTABLECE COMO AREA NATURAL PROTEGIDA ISLA EL GUARUMAL, MUNICIPIO DE SAN DIONISIO, DEPARTAMENTO DE USULUTAN	a065b0cbaad78a9e60d5de0b5b552d7e78f26f62
